display_first_last,classification,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,ast/tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,height_wo_shoes,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct
Jarrett Culver,BUST,38,80.6,106.9,32.2,50.5,54.17,5.7,17.3,25.9,15.5,147,208,0.707,205,390,0.526,49,161,0.304,2.2,2.7,37.7,2,4.70335,129.506,2.4,1.36893562,86.158,81.671,5.34532,265.945,10.3159,5.42224,4.89364,10.5206,32.4474,6.40963,4.11102,1.4211,4.9737,6.3947,3.7105,1.4474,0.5526,18.5263,77.25,78.75,194.2,81.5,100.5,5.0
Shamorie Ponds,BUST,33,84.3,116.8,27.6,52.2,57.73,3.1,10.3,29.0,11.3,153,183,0.836,151,292,0.517,65,184,0.353,0.9,4.1,38.4,3,5.32798,131.673,2.3,2.58460679,100.911,97.619,3.85622,235.262,8.08504,6.98346,1.10158,9.30567,35.1212,6.54934,2.75633,0.9697,3.1515,4.1212,5.0909,2.6061,0.2727,19.697,71.5,72.5,180.0,75.5,96.5,9.8
Miye Oni,BUST,28,74.3,106.0,28.0,51.2,55.82,2.5,18.7,20.7,16.9,103,130,0.792,107,220,0.486,55,150,0.367,4.2,1.6,35.1,3,3.24752,117.877,3.5,1.37332771,98.1772,98.574,3.2972,189.263,3.86252,2.31428,1.54825,4.28909,30.931,3.32755,0.961545,0.6552,5.6207,6.2759,3.5517,0.8966,1.2759,17.1379,76.25,77.75,205.6,82.75,100.5,4.9
KZ Okpala,BUST,29,76.1,100.8,26.6,50.7,54.32,4.1,14.9,13.0,18.3,116,173,0.671,138,280,0.493,32,87,0.368,1.4,1.7,47.1,2,2.69097,111.284,3.1,0.69878763,100.101,97.5115,3.60828,178.801,0.982557,-0.0405959,1.02315,2.33923,32.6897,1.52021,0.819022,1.1724,4.5172,5.6897,2.0,1.0,0.5172,16.8276,79.25,81.5,209.6,85.75,106.5,4.6
Carsen Edwards,BUST,36,87.3,108.0,34.8,49.0,54.09,1.3,10.7,18.3,15.5,185,221,0.837,142,323,0.44,135,380,0.355,1.0,2.3,31.4,3,6.00546,137.003,2.3,0.92035427,102.371,96.5821,3.98501,217.953,5.21965,5.61306,-0.393407,7.53716,35.4167,7.10743,0.429729,0.3889,3.2222,3.6111,2.8889,1.3333,0.2778,24.2778,70.75,72.0,195.6,78.25,94.5,6.3
Carsen Edwards,BUST,36,87.3,108.0,34.8,49.0,54.09,1.3,10.7,18.3,15.5,185,221,0.837,142,323,0.44,135,380,0.355,1.0,2.3,31.4,3,6.00546,137.003,2.3,0.92035427,102.371,96.5821,3.98501,217.953,5.21965,5.61306,-0.393407,7.53716,35.4167,7.10743,0.429729,0.3889,3.2222,3.6111,2.8889,1.3333,0.2778,24.2778,70.75,72.25,199.4,78.0,94.5,5.5
Tacko Fall,BUST,33,62.1,108.2,21.9,74.8,64.74,12.4,21.2,4.2,19.4,59,163,0.362,154,206,0.748,0,0,0.0,11.5,0.6,79.1,4,2.4409,115.771,4.5,0.25420885,89.9764,87.7672,3.59432,192.622,7.88773,1.40392,6.48381,6.76861,24.9394,2.96495,3.80367,2.5455,5.0606,7.6061,0.4545,0.2424,2.5758,11.1212,89.25,91.0,288.8,98.25,122.5,6.8
Jared Harper,BUST,39,82.3,116.7,25.1,50.1,56.01,1.0,8.1,32.6,16.9,149,180,0.828,82,191,0.429,96,260,0.369,0.2,2.0,39.9,3,5.07414,131.885,2.2,2.42105263,105.007,98.4704,3.53921,195.601,5.29101,6.55084,-1.25983,6.29169,32.925,5.96831,0.323382,0.3,2.175,2.475,5.75,1.125,0.05,15.325,69.75,71.0,169.2,77.5,94.0,3.9
Darius Garland,STAR,5,10.8,110.1,26.9,63.9,65.75,1.6,13.7,25.7,23.2,12,16,0.75,18,31,0.581,11,23,0.478,1.5,1.7,29.6,1,2.88604,117.376,2.0,0.86666663,105.122,104.278,2.42904,24.6937,2.89816,2.82961,0.0685464,4.60109,27.8,3.46734,1.13375,0.4,3.4,3.8,2.6,0.8,0.4,16.2,72.25,73.0,192.0,77.0,97.5,7.0
Ja Morant,STAR,31,93.5,115.6,36.0,54.7,60.77,4.1,12.6,51.4,22.0,211,259,0.815,194,356,0.545,56,152,0.368,2.2,2.4,51.0,2,6.4241,136.933,1.6,1.92941848,97.0275,97.5625,4.14151,228.668,8.98151,6.94206,2.03945,9.95298,36.6061,8.27687,1.67611,1.2121,4.4848,5.697,9.9394,1.7576,0.8182,24.4848,74.25,75.0,174.0,79.0,97.0,4.0
Tremont Waters,BUST,33,74.6,107.2,26.5,49.9,54.57,1.1,8.6,34.0,22.8,104,128,0.813,116,230,0.504,56,171,0.327,0.4,5.0,31.9,2,3.79484,121.953,2.4,1.684238,99.0344,94.2504,3.87329,223.92,6.94854,5.09424,1.8543,8.03818,32.4242,4.94913,3.08905,0.303,2.4848,2.7879,5.8182,2.8485,0.1212,15.2727,69.5,70.75,172.4,74.25,93.5,6.6
Moses Brown,BUST,32,55.9,103.7,21.3,60.7,55.58,15.7,21.1,2.4,16.6,45,128,0.352,133,219,0.607,0,0,0.0,8.8,1.4,58.4,1,1.69954,108.714,4.0,0.1836468,98.6786,94.9939,2.75569,182.479,2.73403,-0.0157517,2.74978,2.58318,23.3125,1.26579,1.3174,3.375,4.9375,8.3125,0.2812,0.5938,1.9375,9.7188,85.25,86.5,237.2,88.75,113.0,7.8
Eric Paschall,BUST,36,89.3,109.6,23.8,52.8,57.0,4.2,16.0,12.9,16.2,135,181,0.746,125,235,0.532,70,201,0.348,1.6,1.2,41.5,4,3.9516,119.323,2.4,0.93902009,102.961,98.2879,3.86556,222.983,3.15785,2.35899,0.79886,3.68916,36.1111,3.12908,0.560084,1.2778,4.8611,6.1389,2.1389,0.7222,0.4722,16.5278,78.0,79.25,254.4,87.75,103.5,6.3
Jordan Bone,BUST,36,81.5,116.6,21.9,52.3,55.78,2.0,8.2,30.5,15.9,74,89,0.831,128,249,0.514,50,139,0.36,0.4,1.2,22.9,3,4.42574,126.581,1.6,2.94515962,105.844,99.9014,3.34361,176.373,4.52951,5.43392,-0.904415,5.25559,32.973,5.03938,0.216218,0.5135,2.6757,3.1892,5.8108,0.7027,0.1081,13.4595,73.5,74.75,179.0,75.25,95.0,5.0
Ky Bowman,BUST,31,96.7,103.8,26.4,48.6,52.72,2.3,18.2,22.9,16.0,118,155,0.761,117,274,0.427,79,211,0.374,1.6,2.1,32.0,3,3.94594,116.843,2.7,1.40449318,101.765,97.9857,4.22625,249.957,4.74914,3.20724,1.5419,4.97523,39.3226,3.67694,1.29829,0.8387,6.6774,7.5161,4.0323,1.3871,0.5806,19.0,73.0,74.25,181.2,79.0,98.0,4.9
Ignas Brazdeikis,BUST,37,74.1,110.7,24.6,53.1,57.29,4.6,16.1,6.1,10.5,116,150,0.773,132,264,0.5,56,143,0.392,1.7,1.5,36.9,1,3.8246,124.633,2.9,0.6739061,90.4089,86.1134,4.45936,201.859,6.11694,3.37709,2.73984,7.73786,29.6486,4.64768,3.09017,1.1622,4.2703,5.4324,0.8378,0.7027,0.4865,14.8108,77.75,79.25,220.8,81.25,102.0,6.0
Ty-Shon Alexander,BUST,30,87.4,114.8,21.9,53.0,58.49,0.9,14.8,12.3,10.4,114,132,0.864,77,169,0.456,79,200,0.395,0.8,2.2,35.8,3,4.64868,123.667,2.0,1.71434892,99.9119,94.7647,3.95124,204.856,7.32296,5.99498,1.32798,7.10114,34.7742,5.42305,1.67809,0.2581,4.7742,5.0323,2.3226,1.3226,0.2581,16.9032,74.0,76.0,200.8,80.0,100.0,12.3
Reggie Perry,BUST,31,77.7,112.9,28.8,53.1,58.71,12.4,25.1,16.1,19.1,149,194,0.768,160,295,0.542,23,71,0.324,4.1,1.6,53.0,2,4.76779,129.526,4.0,0.78888811,96.6012,92.834,3.72351,209.227,7.17337,5.02392,2.14945,7.49617,31.0968,6.16559,1.33059,3.129,6.9355,10.0645,2.2903,0.8387,1.1613,17.3548,80.0,81.25,250.8,84.5,106.0,6.7
Reggie Perry,BUST,31,77.7,112.9,28.8,53.1,58.71,12.4,25.1,16.1,19.1,149,194,0.768,160,295,0.542,23,71,0.324,4.1,1.6,53.0,2,4.76779,129.526,4.0,0.78888811,96.6012,92.834,3.72351,209.227,7.17337,5.02392,2.14945,7.49617,31.0968,6.16559,1.33059,3.129,6.9355,10.0645,2.2903,0.8387,1.1613,17.3548,80.25,81.2,249.6,84.25,106.5,8.4
Robert Woodard II,BUST,31,82.5,109.2,17.8,54.9,56.4,8.2,14.9,7.6,18.8,50,78,0.641,106,205,0.517,30,70,0.429,3.4,2.0,28.4,2,2.72609,109.148,2.3,0.6896312,100.331,96.4187,3.54092,192.874,5.09327,3.22902,1.86425,5.18547,33.0,3.81986,1.36561,2.1935,4.3548,6.5484,1.2903,1.129,1.0323,11.3548,77.5,79.0,230.2,86.0,105.5,4.5
Cassius Winston,BUST,30,78.9,112.2,29.1,53.6,58.48,0.7,7.1,36.3,19.5,115,135,0.852,112,244,0.459,73,169,0.432,0.1,2.1,32.7,4,5.34355,132.578,2.4,1.82290626,97.3403,91.5502,4.04873,165.232,5.59221,5.81935,-0.227137,7.66079,32.6,6.41721,1.24359,0.2,2.3,2.5,5.8333,1.2,0.0333,18.6,72.5,73.5,196.0,78.0,97.0,9.0
Skylar Mays,BUST,31,85.4,120.5,21.7,56.4,62.18,1.6,13.7,17.0,17.1,129,151,0.854,119,217,0.548,50,127,0.394,0.7,2.9,43.9,4,5.08419,128.213,1.9,1.42854612,101.627,98.0528,3.47332,214.974,6.67674,6.00876,0.66798,7.33626,34.4516,5.45986,1.8764,0.4839,4.5161,5.0,3.2258,1.7419,0.2258,16.6774,75.0,76.0,204.0,78.0,99.0,7.4
Devon Dotson,BUST,29,84.2,114.1,26.3,51.1,57.41,1.9,10.5,23.3,15.9,140,169,0.828,140,261,0.536,35,116,0.302,0.3,3.6,44.8,2,5.75034,132.892,2.0,1.64385812,89.9735,85.6658,5.03973,201.924,8.91698,6.08648,2.83051,9.97168,34.8667,5.80861,4.16308,0.5667,3.5,4.0667,4.0,2.1,0.1,18.1333,72.0,74.0,178.6,75.25,95.5,5.9
Devon Dotson,BUST,29,84.2,114.1,26.3,51.1,57.41,1.9,10.5,23.3,15.9,140,169,0.828,140,261,0.536,35,116,0.302,0.3,3.6,44.8,2,5.75034,132.892,2.0,1.64385812,89.9735,85.6658,5.03973,201.924,8.91698,6.08648,2.83051,9.97168,34.8667,5.80861,4.16308,0.5667,3.5,4.0667,4.0,2.1,0.1,18.1333,72.5,73.7,185.2,75.0,95.0,4.6
CJ Elleby,BUST,32,82.9,102.7,27.9,47.0,51.86,3.8,23.1,13.4,13.1,121,147,0.823,123,280,0.439,74,218,0.339,2.5,2.9,29.5,2,3.59454,116.563,3.5,0.86958541,91.7651,90.5608,4.23446,257.355,5.55059,2.74613,2.80446,7.2026,33.4375,4.49348,2.70911,1.2188,6.625,7.8438,1.875,1.75,0.8125,18.4062,77.5,78.2,198.6,79.25,100.5,4.2
Tyrell Terry,BUST,31,78.2,106.0,24.3,53.5,58.92,1.4,14.4,20.3,19.4,98,110,0.891,85,181,0.47,62,152,0.408,0.2,2.5,33.0,1,3.43069,115.961,2.5,1.20728112,90.4644,88.5736,4.34347,202.458,5.17455,2.98222,2.19233,5.15134,32.5484,2.69189,2.45945,0.3548,4.129,4.4839,3.1935,1.3871,0.0645,14.6452,73.5,75.0,170.0,73.75,96.0,7.6
Ashton Hagans,BUST,30,79.5,99.3,24.2,43.4,51.89,0.9,11.8,36.2,25.1,115,142,0.81,91,203,0.448,16,62,0.258,0.7,3.4,53.6,2,2.57351,107.911,3.1,1.84466842,94.3556,90.6623,4.1822,203.8,4.66541,2.36148,2.30393,3.82821,33.1333,1.37303,2.45518,0.2333,3.6667,3.9,6.3333,1.9333,0.2,11.5,73.5,74.5,193.0,80.0,99.5,4.1
Grant Riller,BUST,30,84.0,112.1,33.9,54.8,60.49,1.9,15.2,30.5,16.6,168,205,0.82,173,315,0.549,47,129,0.364,1.0,2.9,46.2,4,5.27714,130.603,2.7,1.25775007,101.319,100.18,3.16678,192.843,5.86232,5.54213,0.320187,7.04985,33.5161,6.00928,1.04058,0.5161,4.6129,5.129,3.9355,1.5806,0.3226,21.871,72.25,73.0,178.4,77.25,96.5,5.4
Cassius Stanley,BUST,29,63.1,109.4,21.3,53.1,56.9,7.6,11.7,6.6,17.4,77,105,0.733,97,184,0.527,31,86,0.36,2.4,1.4,38.9,1,2.85809,115.904,3.2,0.55555556,95.2606,91.9103,3.31325,140.977,4.13095,2.93242,1.19853,4.12945,27.4138,3.09764,1.03181,1.8621,3.0,4.8621,1.0345,0.6897,0.7241,12.5517,77.0,78.2,201.6,79.0,99.5,5.8
Markus Howard,BUST,29,78.9,113.5,37.3,52.9,59.27,1.9,9.1,26.2,15.3,211,249,0.847,115,266,0.432,121,294,0.412,0.1,1.6,44.5,4,6.99401,147.085,2.9,0.96940188,102.441,96.787,3.46101,159.341,6.77259,8.7538,-1.9812,10.2147,33.2069,10.0579,0.156854,0.5517,2.931,3.4828,3.2759,0.931,0.0345,27.7241,69.5,71.0,170.8,72.25,91.5,9.91
Mason Jones,BUST,31,80.6,111.9,31.6,53.3,61.43,2.4,16.3,23.0,16.7,233,282,0.826,123,228,0.539,68,194,0.351,0.5,2.7,66.8,3,5.39544,132.077,3.9,1.07073741,95.0517,90.5975,4.24191,214.464,7.09246,6.25181,0.840646,8.36002,33.8065,6.29042,2.0696,0.7097,4.7419,5.4516,3.4194,1.6129,0.1613,22.0323,75.75,77.7,207.2,79.0,102.5,8.9
Tyler Bey,BUST,31,69.7,109.9,24.6,55.5,61.12,8.3,27.7,11.5,20.0,136,183,0.743,127,233,0.545,13,31,0.419,4.0,3.1,69.3,3,3.67239,122.129,2.6,0.61333387,84.6138,81.6426,4.56184,238.852,7.72222,2.1849,5.53732,8.96352,29.0,4.54475,4.41877,2.0,7.0323,9.0323,1.4839,1.5484,1.129,13.8387,78.0,79.0,212.8,85.25,105.5,5.0
Jahmi'us Ramsey,BUST,27,66.8,102.8,24.7,53.0,54.42,3.0,12.3,16.1,15.2,50,78,0.641,88,195,0.451,60,141,0.426,2.5,2.5,23.2,1,3.1256,114.492,2.8,1.11109996,92.1441,88.8652,4.12537,163.728,5.25894,3.00104,2.2579,5.7293,31.1852,3.79178,1.93752,0.7407,3.2593,4.0,2.2222,1.3333,0.6667,15.037,74.5,75.7,193.4,78.0,100.5,3.4
